"","country_code","country","region","year","life_expect","life_exp60","adult_mortality","infant_mort","age1_4mort","alcohol","bmi","age5_19thinness","age5_19obesity","hepatitis","measles","polio","diphtheria","basic_water","doctors","hospitals","gni_capita","gghe_d","che_gdp","une_pop","une_infant","une_life","une_hiv","une_gni","une_poverty","une_edu_spend","une_literacy","une_school","PM_value","income_group","health_exp","Developed / Developing Countries"
"10748","VNM","Viet Nam","Western Pacific",2005,74.72758,21.73909,136.9368,0.018915,0.00135,1.19169,20.4,15.6,0.5,94,95,94,95,84.49319,6.139,NA,3050,1.8718,5.09651,83832.661,20,74.092,0.3,3000,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10749","VNM","Viet Nam","Western Pacific",2006,74.88196,21.80197,136.8392,0.018375,0.001285,1.35483,20.6,15.5,0.5,93,93,94,94,85.34113,6.239,NA,3310,1.9426,5.392,84617.54,19.6,74.295,0.4,3260,19.5,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10750","VNM","Viet Nam","Western Pacific",2007,75.02741,21.87206,136.1464,0.018165,0.00124,1.50796,20.7,15.3,0.6,67,83,92,92,86.18121,6.415,NA,3580,1.92918,5.4628,85419.591,19.2,74.474,0.4,3530,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10751","VNM","Viet Nam","Western Pacific",2008,75.16173,21.94577,134.734,0.018265,0.00122,1.78449,20.8,15.2,0.7,87,92,93,93,87.01307,6.648,NA,3810,1.93949,5.14778,86243.413,18.9,74.625,0.4,3760,14.8,4.88674,NA,NA,NA,"Lower middle income",NA,"Developing"
"10752","VNM","Viet Nam","Western Pacific",2009,75.28961,22.02871,133.1758,0.0185,0.001205,1.96956,20.9,15,0.9,94,97,97,96,87.83675,6.982,NA,3950,1.91884,5.29355,87092.252,18.7,74.745,0.4,3560,NA,4.8165,93.52045,7.60819,NA,"Lower middle income",NA,"Developing"
"10753","VNM","Viet Nam","Western Pacific",2010,75.41526,22.11813,132.2343,0.018525,0.0012,2.24478,21,14.9,1,88,98,94,93,88.65319,7.1,NA,4230,2.36389,5.96677,87967.651,18.5,74.837,0.4,4180,4.2,5.13722,NA,NA,100,"Lower middle income",NA,"Developing"
"10754","VNM","Viet Nam","Western Pacific",2011,75.53628,22.1968,131.2747,0.018505,0.00119,2.44491,21.2,14.7,1.2,95,96,96,95,89.46055,NA,NA,4510,2.27284,5.87398,88871.38,18.2,74.904,0.4,4460,NA,4.81372,NA,NA,100,"Lower middle income",NA,"Developing"
"10755","VNM","Viet Nam","Western Pacific",2012,75.67661,22.2813,130.175,0.01838,0.00116,2.55943,21.3,14.7,1.4,97,96,97,97,90.25871,8.209,NA,4780,2.63144,6.27841,89801.926,18,74.958,0.4,4750,2.8,5.53329,NA,NA,100,"Lower middle income",NA,"Developing"
"10756","VNM","Viet Nam","Western Pacific",2013,75.81049,22.36945,129.2339,0.01819,0.001155,2.66519,21.5,14.6,1.6,59,98,93,59,91.0471,NA,NA,5030,2.98447,6.33501,90752.592,17.8,75.006,0.4,5030,NA,5.652,NA,NA,100,"Lower middle income",NA,"Developing"
"10757","VNM","Viet Nam","Western Pacific",2014,75.98434,22.47028,127.8487,0.01798,0.00113,2.7561,21.6,14.5,1.9,95,97,96,95,92.27634,7.83,NA,NA,2.4265,5.78318,91713.848,17.6,75.056,0.4,5350,2.7,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10758","VNM","Viet Nam","Western Pacific",2015,76.15496,22.57958,126.4489,0.01781,0.0011,2.95193,21.7,14.4,2.2,97,97,97,97,93.19887,7.963,NA,NA,2.36333,5.65262,92677.076,17.4,75.11,0.3,5680,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10759","VNM","Viet Nam","Western Pacific",2016,76.33917,22.68693,124.7509,0.017595,0.00108,3.12507,21.9,14.3,2.6,96,99,95,96,93.99012,8.281,NA,NA,2.68425,5.65919,93640.422,17.2,75.172,0.3,6100,2,4.34481,NA,NA,100,"Lower middle income",NA,"Developing"
"10760","VUT","Vanuatu","Western Pacific",2000,68.87328,16.82482,184.3021,0.02438,0.001245,0.81825,25.4,1.7,2.9,70,61,67,71,81.8586,NA,NA,2120,2.46943,3.31252,184.972,24.1,67.363,NA,2140,NA,7.00363,NA,NA,100,"Lower middle income",NA,"Developing"
"10761","VUT","Vanuatu","Western Pacific",2001,69.06499,16.90209,180.322,0.024545,0.00124,0.76033,25.5,1.7,3.1,68,59,67,70,81.90855,NA,NA,2110,2.51605,3.39339,189.219,23.9,67.583,NA,2130,NA,8.95115,NA,NA,NA,"Lower middle income",NA,"Developing"
"10762","VUT","Vanuatu","Western Pacific",2002,69.31302,16.99323,175.5798,0.02475,0.00117499999999999,0.90361,25.5,1.7,3.3,66,58,67,70,81.95886,NA,NA,1930,2.62352,3.90438,193.92,23.7,67.793,NA,1950,NA,8.13175,NA,NA,NA,"Lower middle income",NA,"Developing"
"10763","VUT","Vanuatu","Western Pacific",2003,69.51948,17.0769,171.5196,0.02487,0.001165,0.87973,25.6,1.6,3.6,64,56,67,69,82.00988,NA,NA,1990,2.48979,3.50692,198.959,23.7,67.99,NA,2010,NA,8.44173,NA,NA,NA,"Lower middle income",NA,"Developing"
"10764","VUT","Vanuatu","Western Pacific",2004,69.69241,17.15407,168.0428,0.02468,0.001205,0.85092,25.7,1.6,3.8,63,55,67,69,82.06126,1.47,NA,2070,2.32461,3.54,204.127,23.8,68.176,NA,2080,NA,NA,78.4,NA,NA,"Lower middle income",NA,"Developing"
"10765","VUT","Vanuatu","Western Pacific",2005,69.94468,17.24384,163.833,0.02436,0.001185,0.88522,25.7,1.6,4.1,61,53,67,68,82.8085,NA,NA,2160,2.1406,3.30552,209.282,23.8,68.35,NA,2170,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10766","VUT","Vanuatu","Western Pacific",2006,70.20225,17.32793,160.1092,0.0233,0.00118,0.99636,25.8,1.6,4.4,59,52,67,68,83.55321,NA,NA,2400,2.14605,3.32189,214.37,24,68.515,NA,2420,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10767","VUT","Vanuatu","Western Pacific",2007,70.47159,17.41399,156.4427,0.02214,0.001195,1.00829,25.8,1.5,4.7,62,56,69,70,84.29516,1.185,NA,2510,2.18112,3.04855,219.472,24.1,68.672,NA,2540,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10768","VUT","Vanuatu","Western Pacific",2008,70.75273,17.50442,152.8362,0.02105,0.00116,1.17165,25.8,1.5,5.1,66,61,70,73,85.03448,1.157,NA,2790,2.20969,3.04927,224.704,24.3,68.824,NA,2840,NA,5.78303,NA,NA,NA,"Lower middle income",NA,"Developing"
"10769","VUT","Vanuatu","Western Pacific",2009,70.99348,17.60191,149.2329,0.02047,0.00116,0.83036,25.9,1.5,5.4,69,65,72,75,85.77112,NA,NA,2750,1.94598,3.15909,230.247,24.4,68.974,NA,2790,NA,5.01295,NA,NA,NA,"Lower middle income",NA,"Developing"
"10770","VUT","Vanuatu","Western Pacific",2010,71.20007,17.70515,145.7283,0.020375,0.00114,1.18029,25.9,1.5,5.8,73,70,74,77,86.48625,NA,NA,2780,1.85707,3.37519,236.211,24.6,69.123,NA,2790,13.1,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10771","VUT","Vanuatu","Western Pacific",2011,71.36799,17.80572,142.3595,0.020855,0.001115,1.64706,26,1.5,6.1,76,75,75,79,87.18861,NA,NA,2820,2.29504,3.49828,242.653,24.7,69.272,NA,2820,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10772","VUT","Vanuatu","Western Pacific",2012,71.48396,17.90209,139.2898,0.021945,0.0011,1.79431,26,1.5,6.5,79,79,77,82,87.89008,1.844,NA,2780,2.20034,3.76514,249.499,24.8,69.421,NA,2750,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10773","VUT","Vanuatu","Western Pacific",2013,71.56677,17.99216,136.5686,0.023065,0.00109999999999999,1.59152,26,1.5,6.9,83,84,78,84,88.59049,NA,2.37377,2840,2.12379,4.15414,256.635,24.6,69.57,NA,2940,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10774","VUT","Vanuatu","Western Pacific",2014,71.5414,18.05317,135.9443,0.024025,0.00115,1.47688,26.1,1.5,7.3,86,90,80,86,89.28986,NA,NA,NA,0.5569,3.45589,263.888,24.3,69.719,NA,3000,NA,4.91083,84.7,NA,99.9999999978196,"Lower middle income",NA,"Developing"
"10775","VUT","Vanuatu","Western Pacific",2015,71.79443,18.16601,131.6388,0.02426,0.001105,1.4663,26.1,1.5,7.8,80,76,80,80,89.98817,NA,NA,NA,2.01943,4.15774,271.13,23.9,69.869,NA,2860,NA,5.54987,NA,NA,99.9999999989334,"Lower middle income",NA,"Developing"
"10776","VUT","Vanuatu","Western Pacific",2016,71.97726,18.24566,129.376,0.02367,0.001115,1.58099,26.2,1.5,8.3,81,84,81,81,90.66152,1.653,NA,NA,1.98887,3.69615,278.33,23.4,70.021,NA,2970,NA,NA,NA,NA,99.9999999885188,"Lower middle income",NA,"Developing"
"10777","WSM","Samoa","Western Pacific",2000,70.016,17.09611,180.2961,0.019985,0.00082,2.99601,30.5,0.2,7.7,93,93,98,98,91.91004,NA,NA,3080,3.67397,4.39661,174.454,18,68.748,NA,NA,NA,3.58293,NA,NA,100,"Lower middle income",NA,"Developing"
"10778","WSM","Samoa","Western Pacific",2001,70.31371,17.22759,175.7956,0.019175,0.00084499999999999,3.41905,30.6,0.2,8.4,93,92,88,90,91.90773,NA,NA,3370,3.19825,3.93347,175.392,17.5,69.103,NA,NA,NA,3.82629,NA,10.83923,NA,"Lower middle income",NA,"Developing"
"10779","WSM","Samoa","Western Pacific",2002,70.42213,17.32878,174.5616,0.018515,0.000925,3.29121,30.7,0.2,9.1,92,99,91,92,91.91096,NA,NA,3540,3.50716,4.64052,176.407,17,69.451,NA,3670,2,3.84139,NA,NA,NA,"Lower middle income",NA,"Developing"
"10780","WSM","Samoa","Western Pacific",2003,70.80775,17.49429,169.123,0.017865,0.00086,4.15869,30.8,0.2,9.9,90,62,90,90,91.91711,2.817,NA,3600,2.8892,4.28587,177.484,16.7,69.781,NA,3880,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10781","WSM","Samoa","Western Pacific",2004,71.37074,17.70735,160.6458,0.01732,0.000755,3.61999,30.9,0.2,10.6,62,25,35,63,91.92322,NA,NA,3940,3.09871,4.64893,178.59,16.4,70.089,NA,4160,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10782","WSM","Samoa","Western Pacific",2005,71.62055,17.8647,157.121,0.01669,0.00079999999999999,3.62978,31,0.2,11.4,51,57,66,59,92.17085,2.782,NA,4040,3.26161,4.76253,179.727,16.3,70.374,NA,4400,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10783","WSM","Samoa","Western Pacific",2006,72.13169,18.07117,149.3286,0.016195,0.00075,3.52329,31.1,0.2,12.3,46,54,49,50,92.41533,NA,NA,4140,3.53132,5.01838,180.876,16.2,70.642,NA,4620,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10784","WSM","Samoa","Western Pacific",2007,72.47897,18.26261,143.9743,0.015915,0.000745,3.85032,31.2,0.2,13.1,58,63,63,65,92.65668,NA,NA,4290,3.36176,4.87175,182.046,16.2,70.901,NA,5040,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10785","WSM","Samoa","Western Pacific",2008,72.82797,18.46681,139.0505,0.01552,0.00074,3.9708,31.3,0.2,13.9,26,44,69,39,93.17934,4.637,NA,4560,3.55778,4.65748,183.263,16.2,71.158,NA,5150,0.6,5.14421,NA,NA,NA,"Lower middle income",NA,"Developing"
"10786","WSM","Samoa","Western Pacific",2009,71.05959,18.21892,163.8004,0.01596,0.001285,2.87799,31.4,0.2,14.8,58,45,61,64,93.72028,NA,NA,4390,4.20084,5.41482,184.556,17.1,71.412,NA,4980,NA,NA,NA,NA,NA,"Lower middle income",NA,"Developing"
"10787","WSM","Samoa","Western Pacific",2010,73.25752,18.90343,133.8282,0.01531,0.00084,3.00306,31.5,0.2,15.7,72,56,74,78,94.26012,3.443,NA,4550,4.13757,5.49448,185.949,16,71.663,NA,5130,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10788","WSM","Samoa","Western Pacific",2011,73.72038,19.17764,127.4106,0.015555,0.000775,2.15323,31.6,0.2,16.7,75,59,79,82,94.79884,NA,NA,4640,3.69008,5.42492,187.469,15.9,71.906,NA,5460,NA,NA,98.97326,11.8369,100,"Lower middle income",NA,"Developing"
"10789","WSM","Samoa","Western Pacific",2012,74.00327,19.3998,123.6654,0.01589,0.000735,2.18687,31.7,0.2,17.7,82,76,82,82,95.33617,3.808,NA,4770,3.77754,4.82495,189.089,15.7,72.136,NA,5560,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10790","WSM","Samoa","Western Pacific",2013,74.40665,19.62235,117.9175,0.01627,0.00067999999999999,1.89639,31.8,0.2,18.7,85,90,82,85,95.87206,4.824,4.2023,4840,3.9913,6.17123,190.718,15.4,72.351,NA,5500,1.1,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10791","WSM","Samoa","Western Pacific",2014,74.62438,19.79344,115.1294,0.016655,0.00065,2.00461,32,0.2,19.7,81,82,78,81,96.40667,NA,NA,NA,4.388,6.2278,192.221,15.1,72.549,NA,5620,NA,NA,NA,NA,100,"Lower middle income",NA,"Developing"
"10792","WSM","Samoa","Western Pacific",2015,74.8462,19.95529,112.606,0.016575,0.00066,1.9659,32.1,0.2,20.7,84,69,81,84,96.89848,NA,NA,NA,4.48928,5.67471,193.513,14.8,72.73,NA,5830,NA,NA,NA,NA,99.9999999994243,"Lower middle income",NA,"Developing"
"10793","WSM","Samoa","Western Pacific",2016,75.068,20.08554,110.3881,0.016135,0.00067999999999999,2.1751,32.2,0.2,21.7,80,68,77,80,97.30364,3.445,NA,NA,4.22545,5.53209,194.535,14.4,72.895,NA,6260,NA,4.08047,NA,NA,99.999999997713,"Lower middle income",NA,"Developing"
"10794","YEM","Yemen","Eastern Mediterranean",2000,60.69044,15.90824,251.4866,0.077505,0.00713,0.07,22.3,14.2,2,14,70,74,74,37.84694,NA,NA,2930,2.37196,4.66607,17409.072,68.7,60.683,0.1,2930,NA,9.64552,NA,NA,100,"Low income",NA,"Developing"
"10795","YEM","Yemen","Eastern Mediterranean",2001,61.06413,15.92302,251.0697,0.07354,0.00679,0.08,22.4,14.1,2.2,19,72,73,73,38.08858,NA,NA,3060,2.47797,4.94515,17918.373,65.8,61.216,0.1,3050,NA,9.23766,NA,NA,NA,"Low income",NA,"Developing"
"10796","YEM","Yemen","Eastern Mediterranean",2002,61.51688,15.94044,250.3149,0.068855,0.006335,0.07,22.5,14,2.4,31,62,64,65,38.33393,NA,NA,3120,2.33098,4.83237,18443.691,62.8,61.781,0.1,3110,NA,NA,NA,NA,NA,"Low income",NA,"Developing"
"10797","YEM","Yemen","Eastern Mediterranean",2003,61.99604,15.95957,249.2408,0.064055,0.00586,0.04,22.6,14,2.6,38,64,61,61,40.34536,NA,NA,3170,2.40408,5.75758,18985,59.9,62.358,0.1,3150,NA,NA,NA,NA,NA,"Low income",NA,"Developing"
"10798","YEM","Yemen","Eastern Mediterranean",2004,62.46558,15.97963,247.6339,0.059785,0.00536,0.06,22.7,13.9,2.9,43,74,72,72,42.34168,3.449,NA,3260,1.95299,5.5144,19540.098,57.1,62.931,0.1,3230,NA,NA,54.1,NA,NA,"Low income",NA,"Developing"
"10799","YEM","Yemen","Eastern Mediterranean",2005,62.893,15.99815,245.8477,0.056095,0.004935,0.03787,22.8,13.9,3.1,80,73,80,79,44.32173,NA,NA,3460,1.65504,5.20585,20107.409,54.5,63.481,0.1,3420,9.8,NA,NA,NA,100,"Low income",NA,"Developing"
"10800","YEM","Yemen","Eastern Mediterranean",2006,63.30625,16.02223,243.4267,0.05322,0.00446,0.03817,22.9,13.9,3.4,78,65,78,78,46.28643,NA,NA,3710,1.62576,5.5293,20687.646,51.9,63.997,0.1,3660,NA,NA,NA,NA,NA,"Low income",NA,"Developing"
"10801","YEM","Yemen","Eastern Mediterranean",2007,63.65385,16.04441,241.2518,0.05079,0.00409,0.05001,23,13.8,3.7,79,71,79,79,48.23499,NA,NA,3900,1.56395,5.82077,21282.515,49.4,64.47,0.1,3790,NA,NA,NA,NA,NA,"Low income",NA,"Developing"
"10802","YEM","Yemen","Eastern Mediterranean",2008,63.98277,16.0741,238.9513,0.04873,0.00377,0.03845,23.1,13.8,4,78,69,78,78,50.16707,3.156,NA,4000,1.60281,5.76191,21892.146,47,64.892,0.1,3850,NA,5.15143,NA,NA,NA,"Low income",NA,"Developing"
"10803","YEM","Yemen","Eastern Mediterranean",2009,64.30712,16.12056,236.1343,0.046965,0.003495,0.02845,23.2,13.8,4.3,76,65,76,76,52.0823,3.165,NA,4190,1.30869,5.9862,22516.46,45,65.255,0.1,4020,NA,NA,NA,NA,NA,"Low income",NA,"Developing"
"10804","YEM","Yemen","Eastern Mediterranean",2010,64.54958,16.17216,233.9352,0.04568,0.003335,0.05377,23.3,13.7,4.6,76,68,77,76,53.98032,NA,NA,4200,1.16217,5.15933,23154.855,43.6,65.549,0.1,4210,NA,NA,NA,NA,100,"Low income",NA,"Developing"
"10805","YEM","Yemen","Eastern Mediterranean",2011,64.62199,16.21894,233.7784,0.04514,0.00326,0.03679,23.4,13.7,5,69,66,69,69,55.86049,NA,NA,3490,1.09212,4.76953,23807.588,43,65.768,0.1,3600,NA,NA,NA,NA,100,"Low income",NA,"Developing"
"10806","YEM","Yemen","Eastern Mediterranean",2012,64.61583,16.2586,234.4199,0.04487,0.00324,0.04063,23.4,13.7,5.3,67,63,68,67,57.72246,NA,NA,3690,1.24131,5.19594,24473.178,42.9,65.92,0.1,3760,NA,NA,NA,NA,100,"Low income",NA,"Developing"
"10807","YEM","Yemen","Eastern Mediterranean",2013,65.10724,16.31371,224.9391,0.044605,0.003215,0.039,23.5,13.6,5.7,73,70,67,73,59.56624,NA,2.97041,3820,0.97961,4.96083,25147.109,42.9,66.016,0.1,3900,NA,NA,NA,NA,100,"Low income",NA,"Developing"
"10808","YEM","Yemen","Eastern Mediterranean",2014,65.05638,16.33836,225.9065,0.04442,0.00322,0.03049,23.6,13.6,6.1,73,67,67,73,61.39094,5.251,NA,NA,0.78348,4.8418,25823.485,42.9,66.066,0.1,3800,18.8,NA,NA,NA,100,"Low income",NA,"Developing"
"10809","YEM","Yemen","Eastern Mediterranean",2015,64.47999,16.31705,240.1091,0.043835,0.00264,0.02743,23.7,13.6,6.6,69,67,63,69,63.17181,NA,NA,NA,0.43118,4.23458,26497.889,42.9,66.085,0.1,3220,NA,NA,NA,NA,100,"Low income",NA,"Developing"
"10810","YEM","Yemen","Eastern Mediterranean",2016,65.31264,16.39853,221.2797,0.044265,0.00305,0.02743,23.8,13.6,7,71,70,65,71,63.32203,NA,NA,NA,NA,NA,27168.208,42.9,66.087,0.1,2820,NA,NA,NA,NA,100,"Low income",NA,"Developing"
"10811","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",8.165,"Developing"
"10812","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",1.181,"Developing"
"10813","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",14.462,"Developing"
"10814","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",2.988,"Developing"
"10815","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",5.177,"Developing"
"10816","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",36.595,"Developing"
"10817","ZAF","South Africa","Africa",2000,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,NA,NA,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,NA,NA,100,"Upper middle income",63.405,"Developing"
"10818","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",7.939,"Developing"
"10819","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",1.121,"Developing"
"10820","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",14.126,"Developing"
"10821","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",2.678,"Developing"
"10822","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",5.261,"Developing"
"10823","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",33.733,"Developing"
"10824","ZAF","South Africa","Africa",2001,57.90976,15.67549,387.3391,0.049075,0.00573999999999999,7.56291,26.2,17.2,1.4,72,69,71,71,85.03582,NA,NA,7530,2.70276,7.45112,45571.274,49.4,55.089,13.8,7750,NA,5.15948,NA,7.4946,NA,"Upper middle income",66.267,"Developing"
"10825","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",7.464,"Developing"
"10826","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",1.012,"Developing"
"10827","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",13.558,"Developing"
"10828","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",2.577,"Developing"
"10829","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",4.887,"Developing"
"10830","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",34.528,"Developing"
"10831","ZAF","South Africa","Africa",2002,56.84419,15.68725,412.1647,0.050295,0.00609,7.47273,26.3,16.3,1.7,72,65,70,70,85.57874,NA,NA,7820,2.3016,6.8829,46150.913,50,54.31,14.7,8110,NA,5.06622,NA,8.54534,NA,"Upper middle income",65.472,"Developing"
"10832","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",7.915,"Developing"
"10833","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",0.976,"Developing"
"10834","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",12.326,"Developing"
"10835","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",3.137,"Developing"
"10836","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",4.778,"Developing"
"10837","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",39.636,"Developing"
"10838","ZAF","South Africa","Africa",2003,55.82792,15.69895,436.5567,0.051265,0.00645,7.31984,26.4,15.3,2,71,62,70,69,86.11829,NA,NA,8090,2.36641,6.91402,46719.196,50.9,53.749,15.5,8390,NA,4.86485,NA,8.78622,NA,"Upper middle income",60.364,"Developing"
"10839","ZAF","South Africa","Africa",2004,54.92356,15.70532,459.4883,0.051625,0.006735,7.20194,26.5,14.3,2.3,76,63,73,74,86.64857,7.365,NA,8650,2.81681,6.81143,47291.61,50.8,53.444,16.2,8960,NA,5.06891,NA,8.84754,NA,"Upper middle income",7.765,"Developing"
